,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Total,Total,Total,,,,,,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,-additional
1308,William Smallbone,20,2021-2022,21,ie IRL,Southampton,eng Premier League,4,133,1.5,2,2,12,0,0,0,0,0,0,0,20,39,51.3,1,0,0,0,2,284,86,9,14,64.3,10,16,62.5,1,4,25.0,MFFW,5e105217
1309,Ignacio Pussetto,20,2019-2020,23,ar ARG,Watford,eng Premier League,7,74,0.8,0,7,7,0,0,0,0,0,0,0,20,36,55.6,0,1,1,0,3,299,116,13,17,76.5,4,8,50.0,2,8,25.0,FWMF,62437b4f
1310,Angel Gomes,20,2018-2019,17,eng ENG,Manchester Utd,eng Premier League,2,27,0.3,0,2,1,0,0,0,0,0,0,0,20,22,90.9,0,5,0,0,2,328,72,8,8,100.0,7,8,87.5,3,3,100.0,MFFW,645a3363
1311,Yasin Ayari,20,2022-2023,18,se SWE,Brighton,eng Premier League,3,67,0.7,1,2,12,0,0,0,0,0,0,0,20,23,87.0,2,4,1,0,2,386,133,10,12,83.3,6,6,100.0,4,4,100.0,MF,f173303a
1312,Romain Faivre,19,2023-2024,25,fr FRA,Bournemouth,eng Premier League,5,41,0.5,0,5,8,0,0,0,0,0,0,0,19,26,73.1,0,2,1,0,5,251,114,9,12,75.0,7,7,100.0,1,3,33.3,MFFW,745ca0a3
1313,Danny Williams,19,2018-2019,29,us USA,Huddersfield,eng Premier League,5,96,1.1,1,4,5,0,0,0,0,0,0,0,19,24,79.2,1,2,0,0,3,313,56,7,8,87.5,12,14,85.7,0,1,0.0,MF,ec9a28ce
1314,Sidnei Tavares,18,2020-2021,18,,Leicester City,eng Premier League,2,85,0.9,1,1,2,0,0,0,0,0,0,0,18,26,69.2,0,0,0,0,2,273,42,10,18,55.6,8,8,100.0,0,0,,MF,3add8ed8
1315,Máximo Perrone,18,2022-2023,19,ar ARG,Manchester City,eng Premier League,1,19,0.2,0,1,4,0,0,0,0,0,0,0,18,21,85.7,0,0,0,0,2,228,32,11,12,91.7,5,5,100.0,0,0,,MF,53552942
1316,Hamed Junior Traorè,18,2023-2024,23,ci CIV,Bournemouth,eng Premier League,3,47,0.5,0,3,7,0,0,0,0,0,0,0,18,27,66.7,1,3,0,0,3,244,59,10,11,90.9,6,8,75.0,1,3,33.3,MF,570bb4b9
1317,Eddie Nketiah,18,2018-2019,19,eng ENG,Arsenal,eng Premier League,5,67,0.7,0,5,14,1,0,1,1,0,0,0,18,21,85.7,1,0,1,0,1,230,48,9,9,100.0,8,8,100.0,0,1,0.0,MFFW,a53649b7
1318,Victor Wanyama,18,2019-2020,28,ke KEN,Tottenham,eng Premier League,2,25,0.3,0,2,2,0,0,0,0,0,0,0,18,20,90.0,0,1,0,0,5,346,130,4,6,66.7,12,12,100.0,1,1,100.0,MF,e0900238
1319,Reiss Nelson,17,2020-2021,20,eng ENG,Arsenal,eng Premier League,2,71,0.8,0,2,4,0,0,0,0,0,0,0,17,29,58.6,0,3,1,1,4,305,72,7,7,100.0,7,12,58.3,2,6,33.3,FWMF,c5bdb6e3
1320,Emerson Hyndman,16,2018-2019,22,us USA,Bournemouth,eng Premier League,1,38,0.4,0,1,3,0,0,0,0,0,0,0,16,23,69.6,0,2,0,0,2,235,33,8,9,88.9,6,9,66.7,1,1,100.0,MF,3be1a627
1321,Jáder Durán,16,2022-2023,18,co COL,Aston Villa,eng Premier League,12,136,1.5,0,12,5,0,0,0,0,0,0,0,16,29,55.2,1,1,1,0,4,264,47,8,12,66.7,7,12,58.3,1,2,50.0,FWMF,414184f7
1322,Jean-Philippe Gbamin,16,2021-2022,25,ci CIV,Everton,eng Premier League,3,67,0.7,1,2,13,0,0,0,0,0,0,0,16,22,72.7,0,1,0,0,0,207,38,11,13,84.6,4,6,66.7,0,1,0.0,MF,6bd603db
1323,Facundo Pellistri,15,2022-2023,20,uy URU,Manchester Utd,eng Premier League,4,64,0.7,0,4,19,0,0,0,0,0,0,0,15,16,93.8,0,1,0,0,1,180,17,8,9,88.9,5,5,100.0,0,0,,FWMF,ac7e7b1c
1324,Rúben Vinagre,15,2022-2023,23,pt POR,Everton,eng Premier League,2,26,0.3,0,2,19,0,0,0,0,0,0,0,15,24,62.5,0,2,0,0,0,223,26,7,10,70.0,7,10,70.0,0,0,,DFMF,b937e490
1325,Sam Field,15,2020-2021,22,eng ENG,West Brom,eng Premier League,3,62,0.7,0,3,2,0,0,0,0,0,0,0,15,25,60.0,0,1,0,0,2,209,52,10,14,71.4,2,4,50.0,2,4,50.0,MF,bd8a7d05
1326,Aaron Connolly,14,2021-2022,21,ie IRL,Brighton,eng Premier League,4,156,1.7,1,3,5,0,0,0,0,0,0,0,14,19,73.7,1,0,0,0,1,172,16,8,8,100.0,5,5,100.0,0,1,0.0,FWMF,27c01749
1327,Rekeem Harper,14,2020-2021,20,eng ENG,West Brom,eng Premier League,2,32,0.4,0,2,8,0,0,0,0,0,0,0,14,17,82.4,0,1,0,0,1,243,41,7,8,87.5,6,6,100.0,1,3,33.3,MF,3c066877
1328,James Garner,14,2019-2020,18,eng ENG,Manchester Utd,eng Premier League,1,9,0.1,0,1,6,0,0,0,0,0,0,0,14,14,100.0,0,1,0,0,0,206,24,9,9,100.0,4,4,100.0,1,1,100.0,MF,4e015693
1329,Jeremy Sarmiento,14,2021-2022,19,ec ECU,Brighton,eng Premier League,5,48,0.5,1,4,7,0,0,0,0,0,0,0,14,20,70.0,0,1,1,0,1,156,37,8,12,66.7,5,5,100.0,0,0,,FWMF,ac0d576d
1330,Isaac Success,14,2019-2020,23,ng NGA,Watford,eng Premier League,5,70,0.8,0,5,7,0,0,0,0,0,0,0,14,20,70.0,1,0,2,0,2,149,26,7,11,63.6,4,6,66.7,0,0,,FWMF,f573a8bf
1331,Dennis Srbeny,13,2019-2020,25,de GER,Norwich City,eng Premier League,8,47,0.5,0,8,10,1,0,1,1,0,0,0,13,18,72.2,0,1,0,0,1,134,12,12,16,75.0,1,1,100.0,0,0,,MFFW,1fdec858
1332,Luke Harris,13,2022-2023,17,wls WAL,Fulham,eng Premier League,3,13,0.1,0,3,20,0,0,0,0,0,0,0,13,14,92.9,0,1,0,0,1,172,25,9,9,100.0,4,5,80.0,0,0,,MFFW,8c3078cd
1333,Josh Martin,12,2019-2020,17,eng ENG,Norwich City,eng Premier League,5,37,0.4,0,5,3,0,0,0,0,0,0,0,12,15,80.0,0,1,0,0,0,163,28,11,11,100.0,0,1,0.0,1,1,100.0,FWMF,3f072a68
1334,Joe Willock,12,2018-2019,18,eng ENG,Arsenal,eng Premier League,2,64,0.7,1,1,4,0,0,0,0,0,0,0,12,15,80.0,0,2,0,0,1,191,28,7,7,100.0,2,3,66.7,2,2,100.0,MFFW,a3b03921
1335,Isaac Price,12,2022-2023,18,nir NIR,Everton,eng Premier League,1,33,0.4,0,1,2,0,0,0,0,0,0,0,12,14,85.7,1,1,0,0,1,203,44,6,7,85.7,5,6,83.3,1,1,100.0,MF,b9403c99
1336,Dele Alli,12,2022-2023,26,eng ENG,Everton,eng Premier League,2,40,0.4,0,2,1,0,0,0,0,0,0,0,12,15,80.0,0,2,0,0,1,123,10,6,8,75.0,4,5,80.0,0,0,,MF,cea4ee8f
1337,Angel Gomes,11,2019-2020,18,eng ENG,Manchester Utd,eng Premier League,2,21,0.2,0,2,3,0,0,0,0,0,0,0,11,13,84.6,2,3,3,0,4,214,85,4,5,80.0,4,5,80.0,2,2,100.0,MF,645a3363
1338,Luke Harris,11,2023-2024,18,wls WAL,Fulham,eng Premier League,1,75,0.8,0,1,4,0,0,0,0,0,0,0,11,14,78.6,0,0,1,0,1,172,14,5,8,62.5,4,4,100.0,1,1,100.0,MF,8c3078cd
1339,Joe White,11,2023-2024,20,eng ENG,Newcastle Utd,eng Premier League,4,13,0.1,0,4,10,0,0,0,0,0,0,0,11,12,91.7,0,2,0,0,3,172,48,7,8,87.5,3,3,100.0,1,1,100.0,MF,d60c03a9
1340,Alex Oxlade-Chamberlain,10,2018-2019,24,eng ENG,Liverpool,eng Premier League,2,21,0.2,0,2,1,0,0,0,0,0,0,0,10,13,76.9,1,3,0,0,4,162,67,6,7,85.7,4,4,100.0,0,1,0.0,MF,38c7feef
1341,Mads Bidstrup,10,2021-2022,20,dk DEN,Brentford,eng Premier League,4,41,0.5,0,4,14,0,0,0,0,0,0,0,10,13,76.9,0,0,0,0,0,140,31,4,5,80.0,4,5,80.0,1,1,100.0,MF,407db0d5
1342,Domingos Quina,10,2019-2020,19,pt POR,Watford,eng Premier League,4,22,0.2,0,4,12,0,0,0,0,0,0,0,10,10,100.0,0,0,1,0,1,120,30,7,7,100.0,2,2,100.0,0,0,,MFFW,41fb0f4e
1343,Nathan Holland,10,2019-2020,21,eng ENG,West Ham,eng Premier League,2,33,0.4,0,2,0,0,0,0,0,0,0,0,10,14,71.4,0,1,0,0,1,112,41,8,9,88.9,1,3,33.3,0,0,,MF,45ab2170
1344,Stefano Okaka,10,2018-2019,28,it ITA,Watford,eng Premier League,2,24,0.3,0,2,5,0,0,0,0,0,0,0,10,14,71.4,2,1,1,0,1,124,20,6,6,100.0,3,6,50.0,0,1,0.0,FWMF,601ef102
1345,Jürgen Locadia,10,2019-2020,25,cw CUW,Brighton,eng Premier League,2,86,1.0,1,1,1,0,0,0,0,0,0,0,10,21,47.6,0,0,0,0,0,126,1,7,10,70.0,3,6,50.0,0,0,,FWMF,6cc47ae1
1346,Harvey Elliott,10,2018-2019,15,eng ENG,Fulham,eng Premier League,2,20,0.2,0,2,3,0,0,0,0,0,0,0,10,11,90.9,0,1,1,0,2,154,30,5,6,83.3,5,5,100.0,0,0,,MF,b9e1436c
1347,Gary Madine,10,2018-2019,27,eng ENG,Cardiff City,eng Premier League,5,37,0.4,0,5,7,0,0,0,0,0,0,0,10,12,83.3,0,2,1,0,3,137,46,4,5,80.0,5,6,83.3,0,0,,FWMF,e3e6502a
1348,Dimitri Foulquier,9,2019-2020,26,fr FRA,Watford,eng Premier League,3,59,0.7,1,2,6,0,0,0,0,0,0,0,9,12,75.0,0,1,0,0,3,135,62,5,6,83.3,4,5,80.0,0,0,,DFMF,45e17712
1349,Thilo Kehrer,9,2023-2024,26,de GER,West Ham,eng Premier League,4,22,0.2,0,4,14,0,0,0,0,0,0,0,9,9,100.0,0,0,0,0,1,86,36,7,7,100.0,1,1,100.0,0,0,,DFMF,51dbeea9
1350,Chem Campbell,9,2021-2022,18,wls WAL,Wolves,eng Premier League,1,13,0.1,0,1,6,0,0,0,0,0,0,0,9,10,90.0,0,0,0,0,0,90,14,8,9,88.9,1,1,100.0,0,0,,MF,6f711f67
1351,James Mcatee,9,2021-2022,18,eng ENG,Manchester City,eng Premier League,2,20,0.2,0,2,11,0,0,0,0,0,0,0,9,13,69.2,0,0,0,0,1,141,7,3,5,60.0,6,6,100.0,0,1,0.0,MFFW,96593e89
1352,Indiana Vassilev,8,2019-2020,18,us USA,Aston Villa,eng Premier League,4,51,0.6,0,4,8,0,0,0,0,0,0,0,8,12,66.7,0,0,0,0,0,89,4,5,5,100.0,2,2,100.0,0,0,,FWMF,04e195ee
1353,Cameron Archer,8,2022-2023,21,eng ENG,Aston Villa,eng Premier League,6,49,0.5,0,6,8,0,0,0,0,0,0,0,8,12,66.7,0,2,0,0,0,108,44,5,5,100.0,3,5,60.0,0,0,,FWMF,05e8ca6d
1354,Loïc Damour,8,2018-2019,27,fr FRA,Cardiff City,eng Premier League,2,23,0.3,0,2,2,0,0,0,0,0,0,0,8,12,66.7,0,1,0,0,1,220,22,2,2,100.0,3,5,60.0,3,3,100.0,MF,074d8166
1355,Caleb Watts,8,2020-2021,18,au AUS,Southampton,eng Premier League,3,39,0.4,0,3,6,0,0,0,0,0,0,0,8,13,61.5,0,0,1,1,0,135,32,6,9,66.7,1,2,50.0,1,1,100.0,MF,c7170b46
1356,João Pedro,8,2019-2020,17,br BRA,Watford,eng Premier League,3,25,0.3,0,3,6,0,0,0,0,0,0,0,8,12,66.7,0,0,1,1,1,118,21,4,4,100.0,4,5,80.0,0,1,0.0,FWMF,e8832875
1357,Matty Daly,7,2018-2019,17,eng ENG,Huddersfield,eng Premier League,2,75,0.8,0,2,6,0,0,0,0,0,0,0,7,13,53.8,0,0,0,0,1,57,11,6,8,75.0,0,2,0.0,0,0,,MF,03e48abb
1358,Mads Bech Sørensen,7,2022-2023,23,dk DEN,Brentford,eng Premier League,4,21,0.2,0,4,3,0,0,0,0,0,0,0,7,11,63.6,0,2,0,0,1,142,49,3,3,100.0,3,4,75.0,1,4,25.0,DFMF,30db8574
1359,Stefan Bajcetic,7,2023-2024,18,es ESP,Liverpool,eng Premier League,1,26,0.3,0,1,6,0,0,0,0,0,0,0,7,10,70.0,0,0,0,0,1,101,44,3,3,100.0,4,6,66.7,0,0,,MF,32e8417f
1360,James McCarthy,7,2018-2019,27,ie IRL,Everton,eng Premier League,1,15,0.2,0,1,6,0,0,0,0,0,0,0,7,7,100.0,0,0,0,0,0,114,7,4,4,100.0,3,3,100.0,0,0,,MF,64b08de7
1361,Thiago Alcántara,7,2023-2024,32,es ESP,Liverpool,eng Premier League,1,6,0.1,0,1,0,0,0,0,0,0,0,0,7,10,70.0,0,0,0,0,0,130,30,3,3,100.0,3,4,75.0,1,2,50.0,MF,77e84962
1362,Kobbie Mainoo,7,2022-2023,17,eng ENG,Manchester Utd,eng Premier League,1,11,0.1,0,1,7,0,0,0,0,0,0,0,7,8,87.5,0,1,1,0,1,83,31,5,6,83.3,2,2,100.0,0,0,,MF,c6220452
1363,Ben Wilmot,6,2018-2019,18,eng ENG,Watford,eng Premier League,2,28,0.3,0,2,5,0,0,0,0,0,0,0,6,9,66.7,0,3,0,0,2,180,121,2,2,100.0,1,3,33.3,3,4,75.0,MFDF,2876eaa3
1364,Khanya Leshabela,6,2020-2021,20,za RSA,Leicester City,eng Premier League,1,10,0.1,0,1,4,0,0,0,0,0,0,0,6,8,75.0,0,1,0,0,2,93,26,5,6,83.3,1,1,100.0,0,0,,MF,383e68b1
1365,Moise Kean,6,2020-2021,20,it ITA,Everton,eng Premier League,2,15,0.2,0,2,1,0,0,0,0,0,0,0,6,8,75.0,0,0,0,0,0,87,0,3,3,100.0,3,3,100.0,0,0,,FWMF,3d50bcdb
1366,Rodrigo Ribeiro,6,2023-2024,18,pt POR,Nott'ham Forest,eng Premier League,4,17,0.2,0,4,8,0,0,0,0,0,0,0,6,8,75.0,0,1,0,0,2,89,35,2,4,50.0,3,3,100.0,0,0,,MFFW,484a3eae
1367,Patrick Roberts,6,2019-2020,22,eng ENG,Norwich City,eng Premier League,3,26,0.3,0,3,4,0,0,0,0,0,0,0,6,9,66.7,0,0,0,0,2,100,29,4,5,80.0,1,1,100.0,1,3,33.3,FWMF,59d93937
1368,Jean-Philippe Gbamin,6,2020-2021,24,ci CIV,Everton,eng Premier League,1,12,0.1,0,1,0,0,0,0,0,0,0,0,6,9,66.7,0,2,0,0,2,115,41,1,2,50.0,5,6,83.3,0,0,,MF,6bd603db
1369,Enso Gonzalez,6,2023-2024,18,py PAR,Wolves,eng Premier League,1,1,0.0,0,1,4,0,0,0,0,0,0,0,6,6,100.0,0,0,0,0,0,87,3,2,2,100.0,3,3,100.0,0,0,,MFDF,7e5bebeb
1370,Carney Chukwuemeka,6,2020-2021,16,eng ENG,Aston Villa,eng Premier League,2,20,0.2,0,2,5,0,0,0,0,0,0,0,6,9,66.7,0,0,0,0,1,88,13,5,6,83.3,0,1,0.0,1,1,100.0,MFFW,b2f9c73e
1371,Andrey Santos,6,2023-2024,19,br BRA,2 Teams,eng Premier League,1,8,0.1,0,1,6,0,0,0,0,0,0,0,6,6,100.0,0,1,0,0,0,90,31,4,4,100.0,2,2,100.0,0,0,,MF,dd745366
1372,Myles Peart-Harris,6,2023-2024,20,eng ENG,Brentford,eng Premier League,3,13,0.1,0,3,6,0,0,0,0,0,0,0,6,10,60.0,1,1,0,0,1,68,10,5,5,100.0,1,2,50.0,0,2,0.0,DFMF,ea1a5662
1373,Han-Noah Massengo,6,2023-2024,22,fr FRA,Burnley,eng Premier League,3,16,0.2,0,3,5,0,0,0,0,0,0,0,6,12,50.0,0,1,0,0,0,74,42,5,7,71.4,1,4,25.0,0,0,,MFDF,eba1e557
1374,Shola Shoretire,5,2021-2022,17,eng ENG,Manchester Utd,eng Premier League,1,16,0.2,0,1,1,0,0,0,0,0,0,0,5,5,100.0,0,0,0,0,0,69,14,2,2,100.0,1,1,100.0,1,1,100.0,MF,00f0482f
1375,Lewis Miley,5,2022-2023,16,eng ENG,Newcastle Utd,eng Premier League,1,15,0.2,0,1,3,0,0,0,0,0,0,0,5,6,83.3,0,0,0,0,0,49,6,3,4,75.0,1,1,100.0,0,0,,MF,2c6835e5
1376,Connor Wickham,5,2018-2019,25,eng ENG,Crystal Palace,eng Premier League,6,67,0.7,0,6,4,0,1,1,0,0,0,0,5,12,41.7,4,0,0,0,0,52,3,4,7,57.1,1,3,33.3,0,0,,FWMF,41cc19c2
1377,Evan Ferguson,5,2021-2022,16,ie IRL,Brighton,eng Premier League,1,23,0.3,0,1,16,0,0,0,0,0,0,0,5,6,83.3,0,0,0,0,0,73,0,3,4,75.0,0,0,,1,1,100.0,MF,4596da74
1378,Kami Doyle,5,2022-2023,16,eng ENG,Southampton,eng Premier League,1,7,0.1,0,1,1,0,0,0,0,0,0,0,5,5,100.0,0,0,0,0,0,74,0,3,3,100.0,2,2,100.0,0,0,,MF,65983e4d
1379,Morgan Sanson,5,2022-2023,27,fr FRA,Aston Villa,eng Premier League,2,11,0.1,0,2,11,0,0,0,0,0,0,0,5,7,71.4,0,0,0,0,1,55,12,3,4,75.0,1,2,50.0,0,0,,MF,6e7f1353
1380,Brandon Pierrick,5,2019-2020,17,eng ENG,Crystal Palace,eng Premier League,2,15,0.2,0,2,15,0,0,0,0,0,0,0,5,9,55.6,2,0,1,0,2,52,9,2,2,100.0,1,2,50.0,0,0,,MFFW,9a526299
1381,Samuel Amo-Ameyaw,5,2022-2023,16,eng ENG,Southampton,eng Premier League,1,4,0.0,0,1,0,0,0,0,0,0,0,0,5,6,83.3,1,2,0,0,1,74,11,0,1,0.0,3,3,100.0,0,0,,MF,9eedf0e0
1382,Sam Surridge,5,2019-2020,21,eng ENG,Bournemouth,eng Premier League,4,27,0.3,0,4,8,0,0,0,0,0,0,0,5,11,45.5,1,1,1,0,2,72,21,2,6,33.3,3,4,75.0,0,0,,FWMF,b017b770
1383,Matthew Craig,5,2022-2023,19,sct SCO,Tottenham,eng Premier League,1,14,0.2,0,1,2,0,0,0,0,0,0,0,5,6,83.3,0,0,0,0,0,65,1,4,4,100.0,1,2,50.0,0,0,,MF,bc914523
1384,Ravel Morrison,5,2019-2020,26,jm JAM,Sheffield Utd,eng Premier League,1,13,0.1,0,1,1,0,0,0,0,0,0,0,5,6,83.3,0,2,0,0,1,46,25,4,4,100.0,0,0,,0,0,,MF,bf59c794
1385,James McConnell,5,2023-2024,18,eng ENG,Liverpool,eng Premier League,3,4,0.0,0,3,15,0,0,0,0,0,0,0,5,6,83.3,0,0,0,0,1,93,29,2,2,100.0,3,3,100.0,0,0,,MF,bf973eeb
1386,Lewis Dobbin,5,2021-2022,18,eng ENG,Everton,eng Premier League,3,32,0.4,0,3,8,0,0,0,0,0,0,0,5,8,62.5,0,2,0,0,1,92,22,3,3,100.0,0,2,0.0,2,3,66.7,FWMF,e814e1cf
1387,Matty James,5,2019-2020,28,eng ENG,Leicester City,eng Premier League,1,6,0.1,0,1,5,0,0,0,0,0,0,0,5,5,100.0,0,0,0,0,1,83,30,3,3,100.0,2,2,100.0,0,0,,MF,ebd0a048
1388,Dominic Ballard,5,2022-2023,17,eng ENG,Southampton,eng Premier League,2,26,0.3,0,2,0,0,0,0,0,0,0,0,5,7,71.4,0,0,0,0,0,55,5,3,4,75.0,2,2,100.0,0,0,,FWMF,ed8d597c
1389,Hélder Costa,5,2021-2022,27,ao ANG,Leeds United,eng Premier League,1,22,0.2,0,1,2,0,0,0,0,0,0,0,5,5,100.0,0,0,0,0,0,79,0,2,2,100.0,3,3,100.0,0,0,,MF,f13d02a6
1390,Malcolm Ebiowei,5,2022-2023,18,eng ENG,Crystal Palace,eng Premier League,3,34,0.4,0,3,14,0,0,0,0,0,0,0,5,10,50.0,0,0,0,0,2,98,16,2,4,50.0,2,2,100.0,1,2,50.0,MFFW,fa9fa773
1391,Mikey Moore,4,2023-2024,15,eng ENG,Tottenham,eng Premier League,2,4,0.0,0,2,3,0,0,0,0,0,0,0,4,5,80.0,0,0,0,0,1,51,11,3,4,75.0,1,1,100.0,0,0,,MF,00953a9d
1392,Cameron Archer,4,2021-2022,20,eng ENG,Aston Villa,eng Premier League,3,27,0.3,0,3,9,0,0,0,0,0,0,0,4,4,100.0,0,0,0,0,0,62,29,3,3,100.0,1,1,100.0,0,0,,FWMF,05e8ca6d
1393,Nathaniel Chalobah,4,2022-2023,27,eng ENG,Fulham,eng Premier League,4,12,0.1,1,3,10,0,0,0,0,0,0,0,4,5,80.0,0,1,0,0,0,67,9,2,2,100.0,2,2,100.0,0,0,,MF,422862ea
1394,Josh Onomah,4,2022-2023,25,eng ENG,Fulham,eng Premier League,2,15,0.2,0,2,3,0,0,0,0,0,0,0,4,6,66.7,0,0,0,0,0,54,0,3,3,100.0,1,1,100.0,0,0,,MF,6612cd8c
1395,George Hirst,4,2019-2020,20,sct SCO,Leicester City,eng Premier League,2,11,0.1,0,2,1,0,0,0,0,0,0,0,4,5,80.0,0,0,0,0,0,41,10,3,3,100.0,1,2,50.0,0,0,,MFDF,78e87179
1396,Borja Bastón,4,2019-2020,26,es ESP,Aston Villa,eng Premier League,2,18,0.2,0,2,3,0,0,0,0,0,0,0,4,6,66.7,0,1,0,0,1,75,25,2,3,66.7,2,2,100.0,0,0,,MFFW,8c44e37b
1397,Leon Clarke,4,2019-2020,34,eng ENG,Sheffield Utd,eng Premier League,2,35,0.4,0,2,2,0,0,0,0,0,0,0,4,6,66.7,0,0,0,0,0,51,7,3,5,60.0,1,1,100.0,0,0,,FWMF,91c975a0
1398,Michael Obafemi,4,2023-2024,23,ie IRL,Burnley,eng Premier League,2,20,0.2,0,2,4,0,0,0,0,0,0,0,4,5,80.0,0,0,0,0,0,55,2,3,3,100.0,1,1,100.0,0,0,,FWMF,caa1a7f0
1399,Zack Nelson,4,2023-2024,18,eng ENG,Luton Town,eng Premier League,2,7,0.1,0,2,14,0,0,0,0,0,0,0,4,4,100.0,0,0,0,0,0,41,0,2,2,100.0,1,1,100.0,0,0,,MFDF,de0abf23
1400,Cameron Peupion,3,2022-2023,19,au AUS,Brighton,eng Premier League,1,6,0.1,0,1,4,0,0,0,0,0,0,0,3,4,75.0,0,0,0,0,0,33,1,3,4,75.0,0,0,,0,0,,MF,0bdeb013
