,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Total,Total,Total,,,,,,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,-additional
1107,Ayoze Pérez,118,2022-2023,29,es ESP,Leicester City,eng Premier League,8,382,4.2,3,5,10,0,1,1,0,0,0,0,118,171,69.0,11,13,6,0,20,1698,468,75,89,84.3,28,43,65.1,9,18,50.0,MFFW,819aa8e7
1108,Boubacar Traoré,118,2022-2023,20,ml MLI,Wolves,eng Premier League,10,411,4.6,4,6,1,0,1,1,0,0,0,0,118,149,79.2,1,16,1,0,8,1952,617,56,66,84.8,55,63,87.3,6,11,54.5,MF,999ceb5f
1109,Aaron Ramsey,118,2023-2024,20,eng ENG,Burnley,eng Premier League,14,527,5.9,5,9,3,0,0,0,0,0,0,0,118,151,78.1,1,7,2,0,8,1856,224,71,84,84.5,37,46,80.4,9,10,90.0,MFFW,e1618c22
1110,Andriy Yarmolenko,117,2020-2021,30,ua UKR,West Ham,eng Premier League,15,375,4.2,1,14,10,0,1,1,0,0,0,0,117,152,77.0,5,11,6,2,17,1811,429,70,79,88.6,37,51,72.5,9,15,60.0,FWMF,849c826a
1111,Fabio Carvalho,117,2022-2023,19,pt POR,Liverpool,eng Premier League,13,347,3.9,4,9,18,2,0,2,2,0,0,0,117,143,81.8,1,7,2,0,12,1555,281,72,84,85.7,30,37,81.1,5,6,83.3,MFFW,966e28d0
1112,Matthew Longstaff,117,2020-2021,20,eng ENG,Newcastle Utd,eng Premier League,5,377,4.2,4,1,13,0,0,0,0,0,0,0,117,146,80.1,2,6,1,1,6,1902,416,59,68,86.8,43,53,81.1,11,16,68.8,MF,c0027d2d
1113,Carney Chukwuemeka,115,2023-2024,19,eng ENG,Chelsea,eng Premier League,9,227,2.5,2,7,4,1,1,2,1,0,0,0,115,134,85.8,4,4,6,0,12,1476,266,82,88,93.2,26,31,83.9,4,5,80.0,MFFW,b2f9c73e
1114,Adama Diakhaby,114,2018-2019,22,fr FRA,Huddersfield,eng Premier League,12,552,6.1,6,6,6,0,0,0,0,0,0,0,114,162,70.4,5,3,3,1,5,1546,227,72,93,77.4,36,46,78.3,2,8,25.0,FWMF,65585e3a
1115,Luke Freeman,112,2019-2020,27,eng ENG,Sheffield Utd,eng Premier League,11,366,4.1,3,8,13,0,0,0,0,0,0,0,112,148,75.7,3,11,6,3,20,1479,478,72,80,90.0,26,34,76.5,7,16,43.8,MF,636b64cd
1116,Samuel Edozie,111,2022-2023,19,eng ENG,Southampton,eng Premier League,17,567,6.3,5,12,2,0,0,0,0,0,0,0,111,164,67.7,8,6,6,1,13,1348,354,75,93,80.6,22,34,64.7,5,10,50.0,FWMF,007414dd
1117,Robert Snodgrass,111,2020-2021,32,sct SCO,2 Teams,eng Premier League,11,531,5.9,6,5,10,0,0,0,0,0,0,0,111,145,76.6,3,11,3,1,15,1675,518,59,69,85.5,40,58,69.0,7,9,77.8,MFFW,9f4647e9
1118,Ki-Jana Hoever,110,2021-2022,19,nl NED,Wolves,eng Premier League,8,308,3.4,4,4,21,0,0,0,0,0,0,0,110,160,68.8,1,3,2,1,5,1691,512,54,71,76.1,51,68,75.0,4,8,50.0,DFMF,9a71e978
1119,Cauley Woodrow,110,2023-2024,28,eng ENG,Luton Town,eng Premier League,24,427,4.7,2,22,8,1,1,2,1,0,0,0,110,152,72.4,9,5,4,4,6,1530,250,66,82,80.5,31,40,77.5,4,12,33.3,FWMF,d3085b49
1120,Moussa Djenepo,109,2021-2022,23,ml MLI,Southampton,eng Premier League,12,457,5.1,5,7,10,0,0,0,0,0,0,0,109,147,74.1,6,10,9,2,18,1480,513,58,68,85.3,39,51,76.5,4,10,40.0,MF,254147d4
1121,Przemysław Płacheta,109,2021-2022,23,pl POL,Norwich City,eng Premier League,12,504,5.6,6,6,12,0,0,0,0,0,0,0,109,163,66.9,4,6,5,2,10,1640,469,65,77,84.4,30,44,68.2,8,19,42.1,FWMF,3c33f9d9
1122,Hamed Junior Traorè,109,2022-2023,22,ci CIV,Bournemouth,eng Premier League,7,427,4.7,5,2,0,0,0,0,0,0,0,0,109,178,61.2,14,11,10,3,26,1850,775,55,72,76.4,35,56,62.5,13,33,39.4,FWMF,570bb4b9
1123,Mateusz Klich,108,2022-2023,32,pl POL,Leeds United,eng Premier League,14,280,3.1,0,14,2,0,0,0,0,0,0,0,108,148,73.0,5,6,5,0,16,1411,387,61,69,88.4,28,34,82.4,5,17,29.4,MFFW,282679b4
1124,Ben Pearson,108,2022-2023,27,eng ENG,Bournemouth,eng Premier League,7,286,3.2,3,4,7,0,0,0,0,0,0,0,108,134,80.6,0,8,0,0,5,1814,501,50,58,86.2,45,55,81.8,8,15,53.3,MF,a6b461e7
1125,Curtis Jones,107,2019-2020,18,eng ENG,Liverpool,eng Premier League,6,126,1.4,1,5,10,1,0,1,1,0,0,0,107,123,87.0,0,11,1,0,9,1491,355,58,65,89.2,36,41,87.8,5,6,83.3,MF,4fb9c88f
1126,Sam Greenwood,107,2022-2023,20,eng ENG,Leeds United,eng Premier League,18,424,4.7,3,15,18,1,2,3,1,0,0,0,107,186,57.5,13,14,1,0,15,1951,888,55,64,85.9,28,58,48.3,21,57,36.8,MFFW,f3354c07
1127,Joe Gelhardt,106,2021-2022,19,eng ENG,Leeds United,eng Premier League,20,746,8.3,5,15,11,2,2,4,2,0,0,0,106,163,65.0,9,5,10,2,15,1166,344,58,81,71.6,28,46,60.9,2,5,40.0,FWMF,01962d0d
1128,Alex Oxlade-Chamberlain,106,2020-2021,26,eng ENG,Liverpool,eng Premier League,13,253,2.8,2,11,12,1,1,2,1,0,0,0,106,143,74.1,2,11,2,0,20,1925,466,53,60,88.3,38,48,79.2,14,18,77.8,MFFW,38c7feef
1129,Ross Barkley,106,2021-2022,27,eng ENG,Chelsea,eng Premier League,6,179,2.0,1,5,21,1,0,1,1,0,0,0,106,128,82.8,8,6,7,0,14,1633,369,59,66,89.4,32,39,82.1,9,11,81.8,MFFW,3a24769f
1130,Ainsley Maitland-Niles,106,2021-2022,23,eng ENG,Arsenal,eng Premier League,8,268,3.0,2,6,9,0,0,0,0,0,0,0,106,138,76.8,3,16,4,1,15,1811,549,46,58,79.3,54,62,87.1,6,13,46.2,MF,e3a5814e
1131,Andrew Surman,105,2019-2020,32,eng ENG,Bournemouth,eng Premier League,5,235,2.6,2,3,24,0,0,0,0,0,0,0,105,130,80.8,1,6,1,0,5,1812,472,49,60,81.7,40,48,83.3,11,16,68.8,MF,7d41b619
1132,Leandro Bacuna,105,2018-2019,26,cw CUW,Cardiff City,eng Premier League,11,561,6.2,4,7,3,0,0,0,0,0,0,0,105,163,64.4,1,14,2,1,16,1847,753,57,71,80.3,33,52,63.5,12,27,44.4,MF,9dc69d38
1133,Chris Basham,103,2023-2024,35,eng ENG,Sheffield Utd,eng Premier League,8,321,3.6,3,5,0,0,0,0,0,0,0,0,103,138,74.6,2,7,2,0,7,1506,484,62,70,88.6,31,45,68.9,6,14,42.9,DFMF,1aa84968
1134,Nathan Tella,103,2021-2022,22,ng NGA,Southampton,eng Premier League,14,804,8.9,10,4,14,0,1,1,0,0,0,0,103,177,58.2,7,11,4,3,17,1445,383,61,81,75.3,31,55,56.4,4,13,30.8,MFFW,f1e94cd6
1135,Lucas Pérez,102,2018-2019,29,es ESP,West Ham,eng Premier League,15,475,5.3,4,11,9,3,0,3,3,0,0,0,102,147,69.4,8,3,3,0,7,1236,146,70,80,87.5,22,37,59.5,2,6,33.3,FWMF,a300ac7e
1136,Arnaut Danjuma,102,2023-2024,26,nl NED,Everton,eng Premier League,14,595,6.6,5,9,14,1,0,1,1,0,0,0,102,152,67.1,6,6,2,0,9,1420,357,57,69,82.6,37,54,68.5,2,7,28.6,MFFW,f08490a6
1137,Robbie Brady,100,2019-2020,27,ie IRL,Burnley,eng Premier League,17,454,5.0,5,12,13,1,2,3,1,0,0,0,100,169,59.2,8,8,6,0,20,1378,527,60,77,77.9,31,54,57.4,3,15,20.0,MF,96bb8cc2
1138,Calum Chambers,100,2023-2024,28,eng ENG,Aston Villa,eng Premier League,5,152,1.7,1,4,26,0,1,1,0,0,0,0,100,113,88.5,1,2,0,0,5,1705,512,47,50,94.0,45,47,95.7,6,10,60.0,MFDF,dc6f5bdd
1139,Nathan Tella,99,2020-2021,21,ng NGA,Southampton,eng Premier League,18,745,8.3,7,11,10,1,1,2,1,0,0,0,99,142,69.7,6,4,7,1,9,1373,226,63,76,82.9,22,31,71.0,8,12,66.7,FWMF,f1e94cd6
1140,Dale Stephens,98,2020-2021,31,eng ENG,2 Teams,eng Premier League,7,261,2.9,3,4,20,0,0,0,0,0,0,0,98,120,81.7,0,8,2,0,11,1601,436,44,54,81.5,37,42,88.1,12,14,85.7,MF,653ee42d
1141,Carney Chukwuemeka,98,2021-2022,17,eng ENG,Aston Villa,eng Premier League,12,301,3.3,2,10,19,0,1,1,0,0,0,0,98,121,81.0,2,5,0,0,7,1261,218,66,74,89.2,26,30,86.7,3,3,100.0,MFFW,b2f9c73e
1142,Adama Traoré,97,2023-2024,27,es ESP,Fulham,eng Premier League,17,377,4.2,1,16,2,2,3,5,2,0,0,0,97,139,69.8,7,3,9,4,16,1487,457,52,62,83.9,38,52,73.1,5,12,41.7,FWMF,9a28eba4
1143,Ian Maatsen,97,2023-2024,21,nl NED,Chelsea,eng Premier League,12,209,2.3,1,11,8,0,0,0,0,0,0,0,97,138,70.3,2,6,2,1,8,1316,400,60,73,82.2,26,46,56.5,4,8,50.0,FWMF,cab9634e
1144,Cédric Soares,96,2019-2020,27,pt POR,Arsenal,eng Premier League,5,249,2.8,3,2,1,1,0,1,1,0,0,0,96,135,71.1,1,6,2,0,11,1469,437,61,71,85.9,23,40,57.5,8,15,53.3,MFDF,839c14e1
1145,Luke Cundle,96,2021-2022,19,eng ENG,Wolves,eng Premier League,4,180,2.0,2,2,29,0,0,0,0,0,0,0,96,105,91.4,2,11,2,0,9,1485,302,48,51,94.1,38,42,90.5,7,9,77.8,MF,cc3b8e78
1146,Dwight Gayle,96,2020-2021,29,eng ENG,Newcastle Utd,eng Premier League,18,514,5.7,4,14,9,1,1,2,1,0,0,0,96,118,81.4,6,3,2,0,6,1144,147,64,68,94.1,20,29,69.0,2,4,50.0,FWMF,e58a03c6
1147,Takumi Minamino,96,2019-2020,24,jp JPN,Liverpool,eng Premier League,10,249,2.8,2,8,7,0,0,0,0,0,0,0,96,108,88.9,1,4,3,1,4,1240,174,59,64,92.2,28,30,93.3,4,6,66.7,FWMF,f833a830
1148,Adam Idah,95,2021-2022,20,ie IRL,Norwich City,eng Premier League,17,625,6.9,6,11,6,1,1,2,1,0,0,0,95,150,63.3,5,8,5,2,10,1466,288,53,68,77.9,32,46,69.6,5,10,50.0,FWMF,291e3ec3
1149,David Brooks,95,2023-2024,26,wls WAL,Bournemouth,eng Premier League,13,282,3.1,2,11,7,1,1,2,1,0,0,0,95,132,72.0,8,14,12,3,21,1545,666,47,55,85.5,34,42,81.0,10,23,43.5,FWMF,dc4cae05
1150,Rajiv van La Parra,94,2018-2019,27,nl NED,Huddersfield,eng Premier League,5,405,4.5,5,0,5,0,0,0,0,0,0,0,94,116,81.0,4,6,1,0,7,1402,203,55,61,90.2,28,34,82.4,8,11,72.7,FWMF,1931bde9
1151,Anthony Gordon,93,2019-2020,18,eng ENG,Everton,eng Premier League,11,440,4.9,4,7,5,0,1,1,0,0,0,0,93,121,76.9,6,9,1,1,9,1465,374,52,58,89.7,29,38,76.3,9,15,60.0,MFFW,2bd83368
1152,Anis Ben Slimane,92,2023-2024,22,tn TUN,Sheffield Utd,eng Premier League,15,419,4.7,4,11,13,0,0,0,0,0,0,0,92,139,66.2,3,6,2,0,12,1322,373,47,70,67.1,35,43,81.4,4,5,80.0,MF,9ade9ce1
1153,Cengiz Ünder,91,2020-2021,23,tr TUR,Leicester City,eng Premier League,9,281,3.1,1,8,17,0,2,2,0,0,0,0,91,130,70.0,6,8,6,2,7,1255,360,46,57,80.7,24,32,75.0,6,15,40.0,FWMF,1880614f
1154,Fred Onyedinma,91,2023-2024,26,eng ENG,Luton Town,eng Premier League,8,407,4.5,4,4,1,0,0,0,0,0,0,0,91,135,67.4,2,4,2,1,6,1431,352,45,58,77.6,42,61,68.9,2,7,28.6,DFMF,387d06b2
1155,Anwar El Ghazi,91,2021-2022,26,nl NED,2 Teams,eng Premier League,11,399,4.4,4,7,17,1,1,2,0,1,1,0,91,128,71.1,5,1,4,3,5,1171,332,65,75,86.7,18,32,56.3,3,5,60.0,FWMF,ffa90327
1156,Xherdan Shaqiri,89,2019-2020,27,ch SUI,Liverpool,eng Premier League,7,185,2.1,2,5,10,1,0,1,1,0,0,0,89,110,80.9,3,10,6,1,18,1423,465,52,57,91.2,23,27,85.2,10,15,66.7,FWMF,6421ec64
1157,Marc Albrighton,89,2022-2023,32,eng ENG,Leicester City,eng Premier League,6,237,2.6,1,5,13,1,0,1,1,0,0,0,89,148,60.1,6,6,5,2,7,1440,551,48,60,80.0,23,34,67.6,12,34,35.3,FWMF,b827d5b3
1158,Jaïro Riedewald,87,2023-2024,26,nl NED,Crystal Palace,eng Premier League,9,235,2.6,2,7,20,0,0,0,0,0,0,0,87,113,77.0,0,5,2,0,10,1422,331,37,42,88.1,40,46,87.0,5,13,38.5,MFFW,7a1f2c08
1159,Alireza Jahanbakhsh,86,2019-2020,25,ir IRN,Brighton,eng Premier League,10,311,3.5,3,7,9,2,0,2,2,0,0,0,86,138,62.3,4,5,3,0,12,1113,338,55,67,82.1,25,46,54.3,2,12,16.7,FWMF,08452314
1160,Aboubakar Kamara,86,2020-2021,25,mr MTN,Fulham,eng Premier League,11,315,3.5,2,9,6,0,0,0,0,0,0,0,86,127,67.7,6,5,2,1,6,1291,253,50,61,82.0,28,36,77.8,4,15,26.7,FWMF,4047c976
1161,Ian Poveda,86,2020-2021,20,eng ENG,Leeds United,eng Premier League,14,355,3.9,0,14,18,0,0,0,0,0,0,0,86,120,71.7,5,10,10,2,17,1151,341,52,61,85.2,20,32,62.5,5,9,55.6,MF,55b4f1d6
1162,Rúben Vinagre,86,2020-2021,21,pt POR,Wolves,eng Premier League,2,173,1.9,1,1,1,0,0,0,0,0,0,0,86,101,85.1,1,2,2,2,2,1206,272,48,53,90.6,27,34,79.4,4,5,80.0,MFDF,b937e490
1163,Ozan Tufan,85,2021-2022,26,tr TUR,Watford,eng Premier League,7,334,3.7,4,3,9,0,0,0,0,0,0,0,85,122,69.7,4,13,2,0,16,1332,409,42,53,79.2,34,47,72.3,4,8,50.0,MF,17d45fb2
1164,Nathaniel Chalobah,85,2018-2019,23,eng ENG,Watford,eng Premier League,9,270,3.0,3,6,11,0,0,0,0,0,0,0,85,115,73.9,1,7,1,1,8,1251,460,47,56,83.9,30,37,81.1,4,9,44.4,MF,422862ea
1165,Aaron Lennon,84,2019-2020,32,eng ENG,Burnley,eng Premier League,16,496,5.5,4,12,10,0,0,0,0,0,0,0,84,127,66.1,2,5,2,1,7,1046,270,55,66,83.3,23,30,76.7,2,11,18.2,MF,2ff964a0
1166,Max Lowe,84,2023-2024,26,eng ENG,Sheffield Utd,eng Premier League,10,503,5.6,4,6,3,0,0,0,0,0,0,0,84,130,64.6,2,6,3,0,12,1242,436,53,71,74.6,25,42,59.5,6,12,50.0,DFMF,7af88b33
1167,Muhamed Bešić,84,2019-2020,26,ba BIH,Sheffield Utd,eng Premier League,9,250,2.8,2,7,14,0,0,0,0,0,0,0,84,107,78.5,1,6,1,0,11,1285,280,50,58,86.2,23,28,82.1,7,12,58.3,MF,7ca9f0f0
1168,Jáder Durán,83,2023-2024,19,co COL,Aston Villa,eng Premier League,23,475,5.3,3,20,5,5,0,5,5,0,0,0,83,121,68.6,4,6,1,0,9,1095,220,51,69,73.9,24,29,82.8,3,5,60.0,FWMF,414184f7
1169,Manolo Gabbiadini,83,2018-2019,26,it ITA,Southampton,eng Premier League,12,476,5.3,4,8,0,1,0,1,1,0,0,0,83,127,65.4,5,8,2,0,5,1024,172,56,69,81.2,21,37,56.8,3,7,42.9,FWMF,8f866fe8
1170,Yoshinori Mutō,81,2018-2019,26,jp JPN,Newcastle Utd,eng Premier League,17,524,5.8,5,12,10,1,0,1,1,0,0,0,81,118,68.6,5,5,1,0,6,963,224,47,59,79.7,20,28,71.4,2,3,66.7,FWMF,5343eb4e
1171,Andriy Yarmolenko,80,2021-2022,31,ua UKR,West Ham,eng Premier League,19,316,3.5,1,18,16,1,0,1,1,0,0,0,80,109,73.4,4,3,4,1,12,1285,237,40,52,76.9,31,36,86.1,6,9,66.7,FWMF,849c826a
1172,Joseph Hodge,80,2022-2023,19,ie IRL,Wolves,eng Premier League,6,175,1.9,1,5,11,0,0,0,0,0,0,0,80,100,80.0,1,9,1,0,8,1236,389,47,51,92.2,24,27,88.9,5,8,62.5,MF,bd8a5d95
1173,Leo Fuhr Hjelde,79,2021-2022,17,no NOR,Leeds United,eng Premier League,2,150,1.7,0,2,14,0,0,0,0,0,0,0,79,108,73.1,1,3,0,0,3,1120,430,48,57,84.2,22,32,68.8,5,13,38.5,MFDF,d102b8a2
1174,Alexis Mac Allister,77,2019-2020,20,ar ARG,Brighton,eng Premier League,9,352,3.9,4,5,1,0,0,0,0,0,0,0,77,121,63.6,5,6,1,1,6,1144,294,41,51,80.4,25,35,71.4,5,23,21.7,MFFW,83d074ff
1175,Alex Oxlade-Chamberlain,75,2022-2023,28,eng ENG,Liverpool,eng Premier League,9,335,3.7,4,5,4,1,0,1,1,0,0,0,75,106,70.8,5,8,2,0,14,1253,347,39,45,86.7,24,34,70.6,8,14,57.1,FWMF,38c7feef
1176,Josh Dasilva,75,2021-2022,22,eng ENG,Brentford,eng Premier League,9,257,2.9,2,7,1,0,0,0,0,0,0,0,75,93,80.6,3,6,4,0,11,1172,336,38,43,88.4,32,40,80.0,2,4,50.0,MFFW,60344e4f
1177,Christos Tzolis,75,2021-2022,19,gr GRE,Norwich City,eng Premier League,14,336,3.7,3,11,16,0,0,0,0,0,0,0,75,104,72.1,8,1,3,0,13,1152,287,41,51,80.4,26,31,83.9,5,15,33.3,FWMF,9f333379
1178,Jota,75,2019-2020,28,es ESP,Aston Villa,eng Premier League,10,335,3.7,4,6,11,0,1,1,0,0,0,0,75,98,76.5,4,11,6,0,14,1213,475,43,48,89.6,22,33,66.7,9,12,75.0,FWMF,9f351459
1179,Emile Smith Rowe,74,2022-2023,22,eng ENG,Arsenal,eng Premier League,12,172,1.9,0,12,11,0,2,2,0,0,0,0,74,85,87.1,6,3,4,0,7,1070,240,44,48,91.7,24,28,85.7,5,6,83.3,MFFW,17695062
1180,Dominic Solanke,71,2018-2019,20,eng ENG,Bournemouth,eng Premier League,10,347,3.9,2,8,1,0,1,1,0,0,0,0,71,100,71.0,8,2,2,0,6,777,165,51,64,79.7,9,14,64.3,2,4,50.0,FWMF,e77dc3b2
1181,Shinji Okazaki,70,2018-2019,32,jp JPN,Leicester City,eng Premier League,21,288,3.2,1,20,8,0,1,1,0,0,0,0,70,96,72.9,1,2,1,0,7,750,170,48,58,82.8,8,14,57.1,3,6,50.0,MFFW,68796d61
1182,Matt Ritchie,70,2023-2024,33,sct SCO,Newcastle Utd,eng Premier League,13,128,1.4,0,13,18,1,0,1,1,0,0,0,70,93,75.3,0,5,3,0,8,959,234,45,53,84.9,22,26,84.6,2,9,22.2,FWMF,71ef519e
1183,Daniel Podence,70,2019-2020,23,pt POR,Wolves,eng Premier League,9,289,3.2,3,6,4,1,0,1,1,0,0,0,70,101,69.3,5,6,4,1,9,954,172,34,42,81.0,23,35,65.7,3,8,37.5,FWMF,7fcc71d8
1184,Davy Pröpper,70,2020-2021,28,nl NED,Brighton,eng Premier League,7,213,2.4,2,5,14,0,0,0,0,0,0,0,70,96,72.9,0,5,5,0,14,1134,372,37,51,72.5,25,32,78.1,5,6,83.3,MF,fdd85f94
1185,Adrien Silva,69,2018-2019,29,pt POR,Leicester City,eng Premier League,2,88,1.0,1,1,2,0,0,0,0,0,0,0,69,80,86.3,0,7,1,0,11,1165,330,37,41,90.2,22,25,88.0,8,9,88.9,MF,d6f88a1d
1186,Sekou Mara,68,2022-2023,20,fr FRA,Southampton,eng Premier League,22,555,6.2,4,18,11,1,2,3,1,0,0,0,68,107,63.6,6,6,2,0,7,876,162,44,59,74.6,14,18,77.8,4,7,57.1,FWMF,3544641e
1187,Tom Davies,68,2023-2024,25,eng ENG,Sheffield Utd,eng Premier League,9,221,2.5,2,7,1,0,0,0,0,0,0,0,68,99,68.7,1,6,1,0,8,901,310,41,50,82.0,20,27,74.1,2,7,28.6,MF,9228b07c
1188,Fabio Carvalho,67,2020-2021,17,pt POR,Fulham,eng Premier League,4,255,2.8,3,1,1,1,0,1,1,0,0,0,67,89,75.3,2,2,2,0,6,883,100,43,50,86.0,17,22,77.3,3,4,75.0,MFFW,966e28d0
1189,Kadeem Harris,66,2018-2019,25,eng ENG,Cardiff City,eng Premier League,13,375,4.2,3,10,13,1,0,1,1,0,0,0,66,104,63.5,6,1,6,3,5,954,204,41,58,70.7,19,26,73.1,4,9,44.4,MF,24396398
1190,Shandon Baptiste,66,2023-2024,25,gd GRN,Brentford,eng Premier League,10,229,2.5,2,8,11,1,1,2,1,0,0,0,66,90,73.3,4,7,3,2,5,1144,351,33,39,84.6,25,28,89.3,7,15,46.7,MF,2886c9b5
1191,Steven Davis,65,2018-2019,33,nir NIR,Southampton,eng Premier League,3,98,1.1,1,2,7,0,1,1,0,0,0,0,65,69,94.2,3,11,3,1,7,1214,435,30,32,93.8,25,26,96.2,9,10,90.0,MF,cf15bbb1
1192,Luke Berry,64,2023-2024,31,eng ENG,Luton Town,eng Premier League,17,323,3.6,2,15,16,2,1,3,2,0,0,0,64,99,64.6,2,5,0,0,8,984,310,38,45,84.4,18,32,56.3,6,15,40.0,MFDF,2aaadf33
1193,Morgan Gibbs-White,64,2019-2020,19,eng ENG,Wolves,eng Premier League,7,129,1.4,1,6,19,0,0,0,0,0,0,0,64,83,77.1,3,3,2,0,6,962,230,32,37,86.5,26,33,78.8,2,6,33.3,MFFW,32f60ed8
1194,Henri Lansbury,64,2019-2020,28,eng ENG,Aston Villa,eng Premier League,10,195,2.2,2,8,19,0,0,0,0,0,0,0,64,83,77.1,2,7,0,0,7,1163,215,29,33,87.9,25,36,69.4,8,10,80.0,MF,fe8e6fa1
1195,Ki Sung-yueng,63,2019-2020,30,kr KOR,Newcastle Utd,eng Premier League,3,137,1.5,1,2,2,0,0,0,0,0,0,0,63,71,88.7,2,4,0,0,6,1166,277,30,33,90.9,21,21,100.0,10,13,76.9,MF,1d8c99b0
1196,Lucas Moura,62,2022-2023,29,br BRA,Tottenham,eng Premier League,15,153,1.7,0,15,7,1,0,1,1,0,0,0,62,89,69.7,4,3,5,1,13,831,264,39,50,78.0,21,26,80.8,0,3,0.0,MFDF,2b622f01
1197,Jack Wilshere,62,2019-2020,27,eng ENG,West Ham,eng Premier League,8,215,2.4,2,6,8,0,0,0,0,0,0,0,62,75,82.7,0,4,0,0,8,881,158,35,41,85.4,23,25,92.0,2,4,50.0,MF,9c318325
1198,Josh Benson,62,2020-2021,20,eng ENG,Burnley,eng Premier League,6,264,2.9,2,4,17,0,0,0,0,0,0,0,62,85,72.9,0,7,0,0,6,738,273,37,38,97.4,15,24,62.5,2,7,28.6,MF,bf3aeb61
1199,Cody Drameh,62,2021-2022,19,eng ENG,Leeds United,eng Premier League,3,128,1.4,1,2,7,0,0,0,0,0,0,0,62,82,75.6,1,4,2,1,6,826,362,29,38,76.3,24,26,92.3,2,4,50.0,DFMF,e0d1510a
1200,Bernardo,61,2020-2021,25,br BRA,Brighton,eng Premier League,3,206,2.3,2,1,9,0,0,0,0,0,0,0,61,85,71.8,2,3,3,1,9,878,251,38,45,84.4,17,22,77.3,2,4,50.0,DFMF,17370b95
